maaf admin kan aku mau transfer ke bibit itu nah aku lupa admin aku coba 3kali ituin pwnya eh bahkan akun aku terkunci disitu juga ada uang aku admin tolong dibantu admin	1,2 CUSTOMER_SERVICE 0 -1,-1	5,6 TRANSACTION_TRANSFER 0 -1,-1	22,23 AUTH_ACCESS 0 -1,-1
asli luar biasa bagus iya appsnya	-1,-1 FEATURES_PRODUCT 2 1,3
mudah digunakan dan tidak ribet	-1,-1 UI_UX_DESIGN 2 0,2
yang disayangkan pernah juga ketika dipakai terkadang agak sulit membukanya yaitu pas pada saat koneksi internet lagi kurang stabil	-1,-1 FEATURES_PRODUCT 0 18,19
terkadang loading lambat sangat dan hanya berputar - putar saja	1,2 APP_PERFORMANCE 0 2,3
mungkin cuma itu saja hal yang pernah terjadi di indonesia dan yang lain serta pengalaman transaksi sukses	15,16 TRANSACTION_TRANSFER 2 16,17
saran dan masukan untuk kedepannya yang gangguan diperbaiki semuanya ya	6,7 APP_PERFORMANCE 2 -1,-1
banyak kemudahan dalam kebutuhan transaksi bulanan yang dibantu	4,5 TRANSACTION_TRANSFER 2 -1,-1
bank syariah mantap	-1,-1 FEATURES_PRODUCT 2 2,3
bisa link ke gopay	3,4 TRANSACTION_TRANSFER 2 -1,-1
transfer gratis ada	0,1 TRANSACTION_TRANSFER 2 1,2
bisa tarik tunai atm semua atm gratis lancar	1,3 TRANSACTION_TRANSFER 2 -1,-1	3,4 TRANSACTION_TRANSFER 2 7,8
login lagi tidak bisa2 bilang sudah terdaftar bahkan kagak ke daftar	0,1 AUTH_ACCESS 0 -1,-1	10,11 ONBOARDING_KYC 0 -1,-1
tolong diperbaiki lagi iya	-1,-1 FEATURES_PRODUCT 0 0,2
asli terbaik appsnya	-1,-1 FEATURES_PRODUCT 2 1,2
mudah digunakan dan tidak ribet	-1,-1 UI_UX_DESIGN 2 0,2
bebas iklan buka toko lele cepat bila dijalankan dan mengakses setiap fiturnya	1,2 PROMO_MARKETING 2 5,6
yang disayangkan pernah juga ketika dipakai terkadang agak sulit membukanya	-1,-1 FEATURES_PRODUCT 1 8,9
iya itu pas pada saat koneksi internet yang lagi kurang stabil	-1,-1 FEATURES_PRODUCT 0 10,11
mungkin cuma itu saja hal yang terjadi dan yang lain sesuai pengalaman transaksi sukses	12,13 TRANSACTION_TRANSFER 2 13,14
saran masukkan agar kedepannya yang error segera dibenahi semua agar lebih baik lagi	-1,-1 APP_PERFORMANCE 0 5,6
aplikasi sangat bagus dan sangat berguna sampai sampai ada situs yang bikin rungkad	-1,-1 FEATURES_PRODUCT 2 1,3
pembaruan terus tidak jelas menambah ingatan saja sedih	0,1 APP_PERFORMANCE 0 2,4
aplikasi nya sangat bagus	-1,-1 FEATURES_PRODUCT 2 2,4
admin kenapa kalau sudah buka rekening jago syariah tidak bisa kembali kejago konvensional mohon kedepannya bisa dibantu satu akun bisa ganti 2rek syariah dan konvensional terima kasih	0,1 CUSTOMER_SERVICE 0 -1,-1	4,6 ONBOARDING_KYC 0 8,10
customer service lambat respon	0,2 CUSTOMER_SERVICE 0 -1,-1	3,4 CUSTOMER_SERVICE 0 2,3
fitur perlindungan panggilan ini ganggu sangat untuk aku sebagai pengguna	0,1 FEATURES_PRODUCT 0 -1,-1
mau transfer ke orang mesti nutup telpon	1,2 TRANSACTION_TRANSFER 0 -1,-1
tidak ada kah ini tombol untuk matiin	4,5 UI_UX_DESIGN 0 -1,-1
rekomendasi sangat untuk yang investasi di bibit atau stock bit karena deposit nya jadi gratis kalau pakai bank jago	4,5 FEATURES_PRODUCT 2 -1,-1
untuk yang pakai gopay juga bisa deposit saldo gratis ini dari bank jago	3,4 TRANSACTION_TRANSFER 2 -1,-1	7,8 NOTIFICATION_INFO 2 8,9
halo pihak jago adakan fitur bagus atas di alfamart atau indomaret	4,5 FEATURES_PRODUCT 2 5,6
perbayakan lagi fitur pembayaran cicilan seperti adira finace atau fifgroup	3,4 TRANSACTION_TRANSFER 2 -1,-1	4,5 FEATURES_PRODUCT 2 -1,-1
di permudah lah fitur fitur nya seperti dompet digital lain	7,9 TRANSACTION_TRANSFER 2 -1,-1
adakan fitur tarik tunai tanpa harus transfer dulu ke dompet digital lain	2,4 TRANSACTION_TRANSFER 2 -1,-1	6,7 TRANSACTION_TRANSFER 2 -1,-1
usahakan fitur nya dipermudah seperti gopay atau dana lah	5,6 TRANSACTION_TRANSFER 2 -1,-1
saldo aku kenapa tidak masuk saya	0,1 NOTIFICATION_INFO 0 -1,-1	3,5 TRANSACTION_TRANSFER 0 3,5
dan telpon customer service saja harus pakai pulsa	2,4 CUSTOMER_SERVICE 0 -1,-1	7,8 TRANSACTION_TRANSFER 0 -1,-1
whatsapp ai juga tidak ada respon	0,1 CUSTOMER_SERVICE 0 -1,-1	5,6 CUSTOMER_SERVICE 0 -1,-1
lambat respon	1,2 CUSTOMER_SERVICE 0 0,1
aku sudah menghubungi customer layan melalui email terkait akun aku yang masih terkunci	12,13 AUTH_ACCESS 0 -1,-1
sampai sekarang akun masih belum bisa digunakan dan proses penanganannya terasa sangat lambat	-1,-1 APP_PERFORMANCE 0 11,13
belum ada penyelesaian yang jelas	-1,-1 FEATURES_PRODUCT 1 4,5
semoga bank jago dapat meningkatkan kecepatan dan kualitas penanganan masalah nasabah agar tidak membuat nasabah menunggu terlalu lama	5,6 APP_PERFORMANCE 0 -1,-1
asli berguna sangat iya appsnya	-1,-1 FEATURES_PRODUCT 2 1,2
mudah dipakai dan tidak ribet	-1,-1 UI_UX_DESIGN 2 0,2
bebas yang namanya iklan bug ataupun lelet	3,4 PROMO_MARKETING 0 6,7
cepat bila dijalankan dan mengakses semua fitur - fitur nya	6,7 FEATURES_PRODUCT 2 0,1
yang disayangkan pernah juga ketika dipakai terkadang agak sulit membukanya	-1,-1 FEATURES_PRODUCT 1 8,9
iya itu pas pada saat koneksi internet lagi kurang stabil	-1,-1 FEATURES_PRODUCT 0 9,10
terkadang loading lambat sangat dan hanya berputar - putar saja	1,2 APP_PERFORMANCE 0 2,3
mungkin cuma itu saja hal yang biasa terjadi di aplikasi dan yang lain sesuai pengalaman transaksi sukses	15,16 TRANSACTION_TRANSFER 2 16,17
saran yang error dibenahi	-1,-1 APP_PERFORMANCE 0 2,3
ada saldo 1jt mau tansfer ke bank seabank selalu gagal melulu malahan peringatan saldo kamu gacukup bug sangat galayak saya jadi nasabah kamu terus administrasi tetap terpotong aplikasi bodoh	1,2 NOTIFICATION_INFO 0 9,10	24,25 FEES_CHARGES 0 26,27
aneh tidak bisa transaksi gagal terus ke dompet digital bank lainya	3,5 TRANSACTION_TRANSFER 0 1,3	7,9 TRANSACTION_TRANSFER 0 -1,-1
baru untuk akun sudah di isi saldo	5,7 TRANSACTION_TRANSFER 0 -1,-1
besoknya bahkan akun terblokir kecewa	2,4 AUTH_ACCESS 0 4,5
suka pol	-1,-1 FEATURES_PRODUCT 2 0,1
tidak mudah hilang uang saya	-1,-1 UI_UX_DESIGN 2 2,3
sangat bermanfaat	-1,-1 FEATURES_PRODUCT 2 1,2
mudah dan cepat	-1,-1 UI_UX_DESIGN 2 0,1
cuman untuk pembayaran bpjs saja yang belum bisa	2,3 TRANSACTION_TRANSFER 0 -1,-1	3,4 TRANSACTION_TRANSFER 0 6,8
nanti kalau sudah bisa bayar bpjs	5,6 TRANSACTION_TRANSFER 1 -1,-1
aku kasih penuh bintang bagus senang	-1,-1 FEATURES_PRODUCT 2 5,6
kenapa punya aku tidak ada pinjaman nya juga	5,6 FEATURES_PRODUCT 1 -1,-1
sudah lama aku gunakan aplikasi jago ini	-1,-1 FEATURES_PRODUCT 0 1,2
besok sudah dipakai dan tidak ribut bebas iklan buka toko lele cepat bila dijalankan dan mengakses setiap fiturnya	7,8 PROMO_MARKETING 2 11,12
yang disayangkan pernah juga ketika dipakai terkadang agak sulit pembukaannya yaitu pas pada saat koneksi internet lagi kurang stabil	-1,-1 FEATURES_PRODUCT 0 18,19
terkadang loading lambat sangat dan hanya berputar - putar saja	1,2 APP_PERFORMANCE 0 2,3
mungkin cuma itu saja hal yang biasa terjadi di apps - nya dan yang lainnya sesuai pengalaman transaksi sukses ya	17,18 TRANSACTION_TRANSFER 2 18,19
jago keren	-1,-1 FEATURES_PRODUCT 2 1,2
bisa misah2 tabungan dab merencanakan keuangan	2,3 FEATURES_PRODUCT 2 -1,-1
asli berguna sangat apps - nya mudah dipakai dan tidak ribet	-1,-1 UI_UX_DESIGN 2 6,8
bebas yang namanya iklan buku ataupun lele cepat bila dijalankan dan mengakses semua fitur2mya	3,4 PROMO_MARKETING 2 7,8
yang disayangkan pernah juga ketika dipakai terkadang agak sulit membukanya yaitu pada saat koneksi internet lebih kurang stabil	-1,-1 FEATURES_PRODUCT 0 17,18
terkadang ruginya lambat sangat dan hanya berputar - putar saja	-1,-1 APP_PERFORMANCE 0 2,3
mungkin cuma itu saja hal yang biasa terjadi di apps - nya dan yang lain sesuai pengalaman transaksi sukses	17,18 TRANSACTION_TRANSFER 2 18,19
dapat saldo gratis 20k lumayan	1,2 NOTIFICATION_INFO 2 2,3
aku tidak bisa mendaftar kak	3,4 ONBOARDING_KYC 0 1,3
mohon solusi nya	-1,-1 FEATURES_PRODUCT 2 1,2
tidak bisa transfer sana sini sama sekali	2,3 TRANSACTION_TRANSFER 0 0,2
perangkat ini tidak bisa dihubungkan	0,1 AUTH_ACCESS 0 2,4
ini aku salah pin 3 kali dan harus pakai pasword dan disini aku lupa akhirnya aku ganti pasword untuk bisa login	3,4 AUTH_ACCESS 1 -1,-1	20,21 AUTH_ACCESS 1 -1,-1
selesai aku ganti dan password telah terubah	4,5 AUTH_ACCESS 1 -1,-1
saat login menggunakan password baru kenapa tidak bisa dan ada peringatan salah sandi	1,2 AUTH_ACCESS 0 -1,-1	3,4 AUTH_ACCESS 0 6,8	12,13 AUTH_ACCESS 0 -1,-1
terbaik dan sangat rekomendasi sangat iya appsnya	-1,-1 FEATURES_PRODUCT 2 0,1
mudah digunakan dan tidak ribet	-1,-1 UI_UX_DESIGN 2 0,2
bebas yang namanya iklan buku ataupun lele cepat bila dijalankan dan mengakses setiap fitur - fiturnya	3,4 PROMO_MARKETING 2 7,8	13,14 FEATURES_PRODUCT 2 -1,-1
terkadang aku pusing agak sulit dibuka pas pada saat koneksi internet lagi kurang stabil	-1,-1 FEATURES_PRODUCT 0 13,14
terkadang loading lambat sangat dan hanya berputar - putar saja	1,2 APP_PERFORMANCE 0 2,3
mungkin cuma itu saja hal yang biasa terjadi di atasnya dan yang lain sumbangan sukarela pengalaman transaksi sukses	16,17 TRANSACTION_TRANSFER 2 17,18
cara memasukkan untuk kedepannya yang gangguan dibenah	5,6 APP_PERFORMANCE 2 -1,-1
bagaimana caranya login di akun aku kembali karena nomor yang terdaftar di akun bank jago sudah hilang mohon petunjuk login pakai nomor baru administrasi	2,3 AUTH_ACCESS 0 16,17	23,24 FEES_CHARGES 0 -1,-1
asli bagus sangat aplikasi mudah dipakai dan tidak ribet	-1,-1 UI_UX_DESIGN 2 4,6
bebas yang namanya iklan bukan ukulele cepat pulih dijalankan dan mengakses setiap fitur2nya	3,4 PROMO_MARKETING 1 6,7
yang disayangkan menunjukkan ketika dipakai terkadang agak sulit membukanya yaitu pada saat koneksi internet lagi kurang stabil	-1,-1 FEATURES_PRODUCT 0 16,17
cara memasukkan untuk kedepannya agar yang error segera dibenahi semuanya ya	-1,-1 APP_PERFORMANCE 0 6,7
mungkin hanya itu saja hal yang harus terjadi dalam transaksi sukses	9,10 TRANSACTION_TRANSFER 2 10,11
bank ini sistem otp email enggak kekirim kirim	3,4 AUTH_ACCESS 0 -1,-1
sendangkan bank lagi otp lewat email gercep dan cepat	3,4 AUTH_ACCESS 1 8,9
sering sangat gangguan aku kirim uang resi berasil	2,3 APP_PERFORMANCE 0 -1,-1	4,6 TRANSACTION_TRANSFER 0 -1,-1	6,7 NOTIFICATION_INFO 0 -1,-1
saldo belum masuk	0,1 NOTIFICATION_INFO 0 -1,-1	1,3 TRANSACTION_TRANSFER 0 1,3
saran minimal deposito nya tolong diperkecil	2,3 INTEREST_RETURNS 2 -1,-1
aku sangat senang sekali dengan tampilan tampilan aplikasi bank jago ini	5,6 UI_UX_DESIGN 2 2,3
ini bagaimana sih kok bayar pinjaman bisa pinjam lagi sudah enggak bisa	5,6 FEATURES_PRODUCT 2 -1,-1
lambat pol stress	-1,-1 APP_PERFORMANCE 0 0,1
aplikasi bank digital yang sangat - sangat bagus dan baik untuk menabung atau bertransaksi	-1,-1 FEATURES_PRODUCT 2 6,8
apalagi fitur - fitur di dalam aplikasi tersebut sangat banyak	1,2 FEATURES_PRODUCT 2 -1,-1
mudah digunakan dan sangat simple	-1,-1 UI_UX_DESIGN 2 0,2
lupa password bukan di bantu arahin bahkan kena banned 1 jam	0,2 AUTH_ACCESS 0 -1,-1
bagus bos	-1,-1 FEATURES_PRODUCT 2 0,1
untuk transfer cepat dan akurat	1,2 TRANSACTION_TRANSFER 2 2,3
aplikasi sangat bagus untuk transfer suka	4,5 TRANSACTION_TRANSFER 2 1,3
kecewa tidak bisa login nomor hangus sudah chat suport tidak ada jawaban bibit	1,4 AUTH_ACCESS 0 0,1	5,6 PROMO_MARKETING 0 -1,-1
stokbit jago semua sama kecewa	-1,-1 FEATURES_PRODUCT 0 4,5
kenapa tidak bisa di buka main leter nya	-1,-1 FEATURES_PRODUCT 0 1,3
jadi sangat nyaman ketika menjelajahi setiap detail menu2 yang terdapat didalamnya	-1,-1 FEATURES_PRODUCT 2 2,3
mudah dipakai dan tidak ribet	-1,-1 UI_UX_DESIGN 2 0,2
bebas iklan ataupun lelet	1,2 PROMO_MARKETING 0 3,4
walau terkadang appsnya agak sulit dibuka	-1,-1 FEATURES_PRODUCT 1 4,5
iya itu pas pada saat koneksi internet lagi kurang stabil	-1,-1 FEATURES_PRODUCT 0 9,10
terkadang loading lambat sangat dan hanya berputar - putar saja	1,2 APP_PERFORMANCE 0 2,3
mungkin hanya itu saja hal yang biasa terjadi di appsnya dan yang lainnya sesuai pengalaman transaksi sukses	15,16 TRANSACTION_TRANSFER 2 16,17
cara memasukkan untuk kedepannya yang gangguan dibenahi semua	5,6 APP_PERFORMANCE 2 -1,-1
bermanfaat untuk transaksi keuangan	2,3 TRANSACTION_TRANSFER 2 0,1
jadi sangat nyaman ketika menjelajahi setiap detail fitur2 yang terdapat didalamnya	-1,-1 FEATURES_PRODUCT 2 2,3
mudah dipakai dan tidak ribet	-1,-1 UI_UX_DESIGN 2 0,2
bebas yang namanya iklan	3,4 PROMO_MARKETING 2 -1,-1
lemot ataupun lelet	-1,-1 APP_PERFORMANCE 0 0,1
walau terkadang aplikasi ini agak sulit dibuka dan dioperasikan iya itu pas pada saat koneksi internet lagi kurang stabil	-1,-1 FEATURES_PRODUCT 0 18,19
terkadang loading lambat sangat dan hanya berputar - putar saja	1,2 APP_PERFORMANCE 0 2,3
mungkin cuma itu saja hal yang pernah terjadi di apps - nya dan yang lain sesuai pengalaman transaksi sukses ya	17,18 TRANSACTION_TRANSFER 2 18,19
uang elektronik digital bagus markotop	-1,-1 FEATURES_PRODUCT 2 3,4
asli berguna sangat apps - nya mudah dipakai dan tidak ribet	-1,-1 UI_UX_DESIGN 2 6,8
bebas iklan bug atau lambat cepat pula dijalankan dan mengakses setiap fitur - fiturnya	1,2 PROMO_MARKETING 0 4,5	11,12 FEATURES_PRODUCT 0 -1,-1
terkadang agak sulit membukanya yaitu pas pada saat koneksi internet lagi kurang stabil	-1,-1 FEATURES_PRODUCT 0 12,13
terkadang loading lambat sangat dan marah hanya berputar - putar saja	1,2 APP_PERFORMANCE 0 2,3
mungkin cuma itu saja hal yang perlu dibenahi dan yang lain sesuai pengalaman transaksi oke	13,14 TRANSACTION_TRANSFER 2 14,15
saran dan masukan untuk kedepannya yang gangguan dibenahi	6,7 APP_PERFORMANCE 2 -1,-1
sangat sangat bagus untuk menyimpan uang	-1,-1 FEATURES_PRODUCT 2 1,3
semoga kedepannya bisa setor tunai di mesin atm yang mungkin menjadi mitra bank jago	3,5 TRANSACTION_TRANSFER 2 -1,-1	7,8 TRANSACTION_TRANSFER 2 -1,-1
tarik tunai sudah oke	0,2 TRANSACTION_TRANSFER 2 3,4
transfer antar bank ada gratis 10x bebas transfer tiap bulan ini bikin nyaman nasabahnya	0,1 TRANSACTION_TRANSFER 2 12,13
bagus tidak lemot	-1,-1 APP_PERFORMANCE 2 2,3
tidak banyak iklan	2,3 PROMO_MARKETING 2 -1,-1
tampilanya juga tidak bikin pusing bagus	-1,-1 FEATURES_PRODUCT 0 5,6
mohon untuk proses verifikasi wajahnya bisa lebih dipermudah karena aku mempunyai keterbatasan intelektual	3,4 ONBOARDING_KYC 1 -1,-1
mau transfer saja sulit amat	1,2 TRANSACTION_TRANSFER 0 3,4
terjadi kesalahan dalam memverifikasi nomor rekening anda	4,6 ACCOUNT_MANAGEMENT 0 -1,-1
rusak benar ini bank	-1,-1 FEATURES_PRODUCT 0 0,1
payah	-1,-1 FEATURES_PRODUCT 0 0,1
semenjak pembaruan yang waktu itu kuota gratis transfer dan ambil tunai berkurang	1,2 APP_PERFORMANCE 1 -1,-1	7,8 TRANSACTION_TRANSFER 0 11,12
makin banyak kuota gratis transfer dan tarik tunai	2,4 FEES_CHARGES 2 3,5	4,5 TRANSACTION_TRANSFER 2 -1,-1	6,8 TRANSACTION_TRANSFER 2 -1,-1
lebih suka sistem lama yang semakin banyak tabungan	7,8 FEATURES_PRODUCT 1 1,2
bintang 3 dulu mau coba pakai aplikasi ini moga tidak mengecewakan	-1,-1 FEATURES_PRODUCT 2 10,11
ini bank jago scam kah	3,4 SECURITY_FRAUD 0 -1,-1
habis aku bagus atas saldonya	-1,-1 FEATURES_PRODUCT 2 2,3
mau payment atay transfer gagal terus	3,4 TRANSACTION_TRANSFER 0 4,5
terima kasih bank jago puas bagus	-1,-1 FEATURES_PRODUCT 2 4,5
aplikasi sangat bagus untuk digital sangat saat rekomendasi 2026	-1,-1 FEATURES_PRODUCT 2 1,3
mau login	1,2 AUTH_ACCESS 0 -1,-1
nomor hpku sudah lama tidak kepake	-1,-1 FEATURES_PRODUCT 0 3,4
kasih solusi dulu admin	3,4 CUSTOMER_SERVICE 1 1,2
pengguna tidak bisa melakukan login lagi	4,5 AUTH_ACCESS 0 1,3
mau bikin sama bangking saja sulit data sulit lengkap	-1,-1 FEATURES_PRODUCT 0 5,6
tinggal selfie di persulit gagal melulu	1,2 ONBOARDING_KYC 0 4,5
terlalu rumit ktp sama foto sudah mirip gagal tidak jelas	2,3 ONBOARDING_KYC 0 1,2
sangat bagus proses pendaftaran nya sangat mudah dan jelas dan juga proses transaksi nya cepat sebuah terbaik pokoknya	3,4 ONBOARDING_KYC 2 0,2	12,13 TRANSACTION_TRANSFER 2 16,17
aplikasi ini saya hapus karena tidak bisa verifikasi data	7,9 ONBOARDING_KYC 0 5,7
tlong jaga data pribadi saya jangan disalah gunakan	2,4 SECURITY_FRAUD 0 -1,-1
mantap	-1,-1 FEATURES_PRODUCT 2 0,1
trasaksi mudah bunga potongan sedikit terima kasih gopay	2,3 INTEREST_RETURNS 2 1,2	3,4 FEES_CHARGES 2 -1,-1	7,8 TRANSACTION_TRANSFER 2 -1,-1
aku pernah kena tipu telepon uang aku tidak bisa balik	4,5 CUSTOMER_SERVICE 0 7,9
tampilan nya enak dipandang	0,1 UI_UX_DESIGN 2 -1,-1
simple dan yang terpenting tidak ada kendala lag ataupun bug dan lain - lain	7,8 APP_PERFORMANCE 2 9,10
sulit untuk verifikasi kembali	2,3 ONBOARDING_KYC 0 0,1
rumit	-1,-1 UI_UX_DESIGN 0 0,1
salah satu customer service - nya tidak ramah	2,4 CUSTOMER_SERVICE 0 6,8
mau verifikasi bahkan dibentak	1,2 ONBOARDING_KYC 0 -1,-1
tidak profesional	-1,-1 FEATURES_PRODUCT 0 0,2
customer layan enggak jelas	-1,-1 FEATURES_PRODUCT 1 3,4
pelayanan tidak baik	0,1 CUSTOMER_SERVICE 0 -1,-1
sudah dikasih keterangan sesuai kenyataan bahkan aku didesek suruh mengaku sesuai opini customer service	12,14 CUSTOMER_SERVICE 0 -1,-1
ini kenapa sudah kalo mau masuk ke aplikasi bank jago harus login dari awal	11,12 AUTH_ACCESS 0 -1,-1
tolong di perbaiki lagi sistemnya seperti sebelumnya sering error kayaknya ini aplikasi	-1,-1 APP_PERFORMANCE 0 7,9
cepat bila dijalankan dan mengakses setiap fitur2nya	-1,-1 FEATURES_PRODUCT 2 0,1
mudah digunakan dan tidak rumit bebas iklan bug ataupun lelet	6,7 PROMO_MARKETING 2 9,10
yang disayangkan pada jokowi ketika dipakai terkadang agak sulit membukanya	-1,-1 FEATURES_PRODUCT 1 8,9
yaitu pas pada saat koneksi internet lagi kurang stabil	-1,-1 FEATURES_PRODUCT 0 8,9
terkadang urine lambat sangat dan hanya berputar - putar saja	-1,-1 APP_PERFORMANCE 0 2,3
mungkin cuma itu saja hal yang biasa terjadi dan yang lain sesuai pengalaman transaksi sukses	13,14 TRANSACTION_TRANSFER 2 14,15
via gopay ada norekeningnya bisa diisi saldo	1,2 TRANSACTION_TRANSFER 0 -1,-1	6,7 NOTIFICATION_INFO 0 -1,-1
di jago tidak bisa login aplikasi aneh	2,5 AUTH_ACCESS 0 2,4
bagus	-1,-1 FEATURES_PRODUCT 2 0,1
perbaiki dong	-1,-1 FEATURES_PRODUCT 0 0,1
tidak bisa kirim ewalet kenapa ini aneh	-1,-1 FEATURES_PRODUCT 0 0,2
masa tiap mau login harus terus memasuki pin	3,4 AUTH_ACCESS 0 -1,-1	7,8 AUTH_ACCESS 0 -1,-1
nomor ktp verifikasi wajah	1,2 ONBOARDING_KYC 0 -1,-1	2,4 ONBOARDING_KYC 0 -1,-1
sudah pembaruan jg	1,2 APP_PERFORMANCE 0 -1,-1
capekk lah verifikasi melulu	2,3 ONBOARDING_KYC 0 -1,-1
bonus referal tidak dicairkan	0,1 INTEREST_RETURNS 0 -1,-1
jago lebih rumit dari pada semua bank yang ada e wallet yang ada masa mau logistik ini saja tidak bisa karena harus konfirmasi memasukkan kode yang di kirimkan ke sms di mana nomor sudah hilang seharusnya di sediakan pilihan pilihan untuk otp masuk di email juga atau masuk melalui gmail begitu kayak jangan di persulit	41,42 AUTH_ACCESS 0 -1,-1
biar mau ganti nomor akun ribetnya meminta ampun	2,4 ACCOUNT_MANAGEMENT 0 -1,-1
kesal sekali tiba akun di blokir telfon customer service 2x pulsa habis sampai 30rb tidak ada respon	5,6 AUTH_ACCESS 0 -1,-1	7,9 CUSTOMER_SERVICE 0 -1,-1	10,11 TRANSACTION_TRANSFER 0 -1,-1	16,17 CUSTOMER_SERVICE 0 -1,-1
email dspam juga tidak ada sama sekali respon itu ada saldo dalamnya mau di pakai loh	10,11 NOTIFICATION_INFO 0 -1,-1
aplikasi bagus	-1,-1 FEATURES_PRODUCT 2 1,2
aku tidak dengar jelas tadi karena suara air	-1,-1 FEATURES_PRODUCT 0 3,4
aku gagal pakai aplikasinya	-1,-1 APP_PERFORMANCE 0 1,2
terlalu lambat menangani masalah akun terblokir	4,6 AUTH_ACCESS 0 1,2
sudah beberapa hari akun jago aku terblokir	6,7 AUTH_ACCESS 0 6,7
pdahal bukti - bukti sudah aku ajukan lengkap jelas	-1,-1 FEATURES_PRODUCT 2 7,8
sebagai nasabah pengguna bank jago saya merasa kecewa banget karena masalah ini	-1,-1 FEATURES_PRODUCT 0 7,8
nomor aku sudah tidak aktif hilang apakah tidak bisa masuk	3,5 ACCOUNT_MANAGEMENT 1 5,6
bangus sangat puas	-1,-1 FEATURES_PRODUCT 2 1,3
semua transaksi cepat	1,2 TRANSACTION_TRANSFER 2 2,3
komplit dan mudah sekali	-1,-1 UI_UX_DESIGN 2 2,3
bagaimana sih ini bank jago katanya melindungi akun sampai sekarang tidak bisa akses katanya tunggu panggilan	-1,-1 FEATURES_PRODUCT 0 10,12
ribet ini aplikasi	-1,-1 UI_UX_DESIGN 0 0,1
senang nya selalu ada saja dana cashback masuk	6,7 INTEREST_RETURNS 2 0,1
bank digital terbaik yang pernah ada	-1,-1 FEATURES_PRODUCT 2 2,3
menurut ku bagus sih bank jago mudah untuk transaksi	8,9 TRANSACTION_TRANSFER 2 2,3
apa lagi aku suka deposito juga lebih mudah	4,5 INTEREST_RETURNS 2 3,4
semoga bank ini amanah dan selalu terbaik ya	-1,-1 FEATURES_PRODUCT 2 6,7
pinjaman nya suulit di pakai	0,1 FEATURES_PRODUCT 0 -1,-1
limit ada	0,1 ACCOUNT_MANAGEMENT 0 -1,-1
saya sering transaksi	2,3 TRANSACTION_TRANSFER 2 -1,-1
semoga cepat dapat limit pinjamannya dari bank jago	3,4 ACCOUNT_MANAGEMENT 2 1,2
verifikasi selfie sangat sulit	0,1 ONBOARDING_KYC 0 -1,-1	1,2 ONBOARDING_KYC 0 3,4
untuk bagus atas e wallet tidak bisa	-1,-1 FEATURES_PRODUCT 0 5,7
saldo tidak bisa di transfer ke bank lain	0,1 NOTIFICATION_INFO 0 1,3	4,5 TRANSACTION_TRANSFER 0 -1,-1
eh sekarang akunnya ke kunci tidak bisa kebuka	-1,-1 FEATURES_PRODUCT 0 5,7
sangat baik dan cepat	-1,-1 FEATURES_PRODUCT 2 3,4
aplikasi bagus bgt	-1,-1 FEATURES_PRODUCT 2 1,2
bisa bikin beberapa kantong jadi lebih mudah untuk atur keuangan	3,4 FEATURES_PRODUCT 2 6,7
sangat bagus teman2	-1,-1 FEATURES_PRODUCT 2 0,2
bagus untuk sekarang ini	-1,-1 FEATURES_PRODUCT 2 0,1
aplikasi bank digital terbaik dan terpercaya	-1,-1 SECURITY_FRAUD 2 3,4
masa sayah meminta tolong ganti nomor ponsel lama ke yang baru tidak di battu nya	4,6 ACCOUNT_MANAGEMENT 0 7,8
sudah tahu nomor ponsel lama sayah hilang eh bahkan suruh ini lah itu lah	-1,-1 FEATURES_PRODUCT 0 6,7
giliran semua data sudah lengkap bahkan di persulit firihal foto sudah jelas bahkan di bilang tidak jelas	-1,-1 FEATURES_PRODUCT 1 15,17
sayah ada cicilan sudah nunggak berapa billah gara gara pegawai yang tidak becus ini tidak mau bantu sayah	2,3 FEATURES_PRODUCT 0 -1,-1
pelayanan buruk	0,1 CUSTOMER_SERVICE 0 1,2
respon email lambat	0,1 CUSTOMER_SERVICE 0 2,3
mau login akun sendiri bahkan ribet	1,2 AUTH_ACCESS 0 5,6
alhamdulilah lancar terus tanpa kendala	-1,-1 FEATURES_PRODUCT 2 3,5
tiap transaksi	1,2 TRANSACTION_TRANSFER 2 -1,-1
verifikasi dikirim ke nomor tersebut	0,1 ONBOARDING_KYC 2 -1,-1
login selalu salah password	0,1 AUTH_ACCESS 0 -1,-1	3,4 AUTH_ACCESS 0 -1,-1
bagus sangat aplikasi nya suka	-1,-1 FEATURES_PRODUCT 2 4,5
apa verifikasi vidcall susahnya meminta ampun	1,2 ONBOARDING_KYC 0 -1,-1
tidak jelas sangat	-1,-1 FEATURES_PRODUCT 0 0,2
asli mudah dipakai banyak pitur nya	-1,-1 UI_UX_DESIGN 2 1,3
